"Province Name","Province Name","Province Code","District Name","District Name","District Code","OD Name","OD Name","OD Code","Health Center Code","Health Center Name","Health Center Name","Commune Name","Commune Name","Commune Code","Village Name","Village Name","Village Code","HaveVMW"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Leaeng","kMBg;Elg","0404","Kampong Chhnang","kMBg;qñaMg","0401","040112","Kampong Hau","kMBg;hUr","Trangel","RtaMgEGl","040409","Trabaek","RtEbk","04040902","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Leaeng","kMBg;Elg","0404","Kampong Chhnang","kMBg;qñaMg","0401","040112","Kampong Hau","kMBg;hUr","Trangel","RtaMgEGl","040409","Chres","eRcs","04040903","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Leaeng","kMBg;Elg","0404","Kampong Chhnang","kMBg;qñaMg","0401","040112","Kampong Hau","kMBg;hUr","Trangel","RtaMgEGl","040409","Tumnob","TMnb;","04040904","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Leaeng","kMBg;Elg","0404","Kampong Chhnang","kMBg;qñaMg","0401","040112","Kampong Hau","kMBg;hUr","Trangel","RtaMgEGl","040409","Trapeang Meas","RtBaMgmas","04040905","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Leaeng","kMBg;Elg","0404","Kampong Chhnang","kMBg;qñaMg","0401","040112","Kampong Hau","kMBg;hUr","Trangel","RtaMgEGl","040409","Andoung Ronuk","GNþÚgrnuk","04040906","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Leaeng","kMBg;Elg","0404","Kampong Chhnang","kMBg;qñaMg","0401","040112","Kampong Hau","kMBg;hUr","Trangel","RtaMgEGl","040409","Khlaeng Poar","ExøgBN’","04040907","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Leaeng","kMBg;Elg","0404","Kampong Chhnang","kMBg;qñaMg","0401","040112","Kampong Hau","kMBg;hUr","Trangel","RtaMgEGl","040409","Kangkaib","kEgáb","04040908","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040204","Ampil Tuek","GMBilTwk","Ampil Tuek","GMBilTwk","040501","Stueng Snguot","sÞwgs¶Üt","04050101","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040204","Ampil Tuek","GMBilTwk","Ampil Tuek","GMBilTwk","040501","Kien Khleang","eKonXøaMg","04050102","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040204","Ampil Tuek","GMBilTwk","Ampil Tuek","GMBilTwk","040501","Veal Sbov","vals,Úv","04050103","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040204","Ampil Tuek","GMBilTwk","Ampil Tuek","GMBilTwk","040501","K'aek Pong","Ek¥kBg","04050104","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040204","Ampil Tuek","GMBilTwk","Ampil Tuek","GMBilTwk","040501","Ampil Tuek","GMBilTwk","04050105","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040204","Ampil Tuek","GMBilTwk","Ampil Tuek","GMBilTwk","040501","Baek Chan","Ebkcan","04050106","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040204","Ampil Tuek","GMBilTwk","Ampil Tuek","GMBilTwk","040501","Ou Mal","GUrm:al;","04050107","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040204","Ampil Tuek","GMBilTwk","Ampil Tuek","GMBilTwk","040501","Bak Phnum",")ak;PñM","04050108","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040204","Ampil Tuek","GMBilTwk","Ampil Tuek","GMBilTwk","040501","Kbal Kaoh","k,alekaH","04050109","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040204","Ampil Tuek","GMBilTwk","Ampil Tuek","GMBilTwk","040501","Khla Krohuem","xøaRKhwm","04050110","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040204","Ampil Tuek","GMBilTwk","Ampil Tuek","GMBilTwk","040501","Sdei Banlich","sþIbnøic","04050111","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040205","Ta Ches","taecs","Chhuk Sa","Quksr","040502","Andoung Tramung","GNþÚgRtmUg","04050201","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Chhuk Sa","Quksr","040502","Chrak Romiet","Rckremot","04050202","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Chhuk Sa","Quksr","040502","Srae Pis","ERsBis","04050203","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040205","Ta Ches","taecs","Chhuk Sa","Quksr","040502","Prey Pear","éRBBar","04050204","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040205","Ta Ches","taecs","Chhuk Sa","Quksr","040502","Sna Pechr","sñareBRC","04050205","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040205","Ta Ches","taecs","Chhuk Sa","Quksr","040502","Chhuk Kranhas","QUkRkja:s;","04050206","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040205","Ta Ches","taecs","Chhuk Sa","Quksr","040502","Krasah Thmei","RksHfµI","04050207","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040205","Ta Ches","taecs","Chhuk Sa","Quksr","040502","Trapeang Chrov","RtBaMgeRCA","04050208","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040205","Ta Ches","taecs","Chhuk Sa","Quksr","040502","Trapeang Khtum","RtBaMgxÞMú","04050209","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040205","Ta Ches","taecs","Chhuk Sa","Quksr","040502","Tuol","TYl","04050210","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040205","Ta Ches","taecs","Chhuk Sa","Quksr","040502","Ou Rung","GUrrug","04050211","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040205","Ta Ches","taecs","Chhuk Sa","Quksr","040502","Sdok Lech","sþúklic","04050212","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040206","Saeb","Esb","Chhuk Sa","Quksr","040502","Srae Sar","ERssar","04050213","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040206","Saeb","Esb","Chhuk Sa","Quksr","040502","Chrolong Kaisna","RClgéksña","04050214","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040202","Kampong Tralach Leu","kMBg;RtLacelI","Chres","QUksr","040503","Trapeang Pnov","RtBaMgePñA","04050301","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040202","Kampong Tralach Leu","kMBg;RtLacelI","Chres","QUksr","040503","Serei Chhaom","esrIeqam","04050302","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040202","Kampong Tralach Leu","kMBg;RtLacelI","Chres","QUksr","040503","Veal Lvieng","valelVog","04050303","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040202","Kampong Tralach Leu","kMBg;RtLacelI","Chres","QUksr","040503","Ou","GUr","04050304","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040202","Kampong Tralach Leu","kMBg;RtLacelI","Chres","QUksr","040503","Chumteav Sokh","CMTavsux","04050305","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040202","Kampong Tralach Leu","kMBg;RtLacelI","Chres","QUksr","040503","Saray Andaet","sarayGENþt","04050306","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Chres","QUksr","040503","Kanhchoung","keBa¢ag","04050307","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Chres","QUksr","040503","Prey Pis","éRBBis","04050308","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040202","Kampong Tralach Leu","kMBg;RtLacelI","Chres","QUksr","040503","Kbal Damrei","k,aldMrI","04050309","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040202","Kampong Tralach Leu","kMBg;RtLacelI","Chres","QUksr","040503","Prab Phcheah","RbbpÞH","04050310","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040202","Kampong Tralach Leu","kMBg;RtLacelI","Chres","QUksr","040503","Chramoh Chruk","RcmuHRCUk","04050311","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040202","Kampong Tralach Leu","kMBg;RtLacelI","Chres","QUksr","040503","Chak","ck","04050312","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040202","Kampong Tralach Leu","kMBg;RtLacelI","Chres","QUksr","040503","Dak Snet","dksñit","04050313","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040202","Kampong Tralach Leu","kMBg;RtLacelI","Chres","QUksr","040503","Chumteav","CMTav","04050314","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040202","Kampong Tralach Leu","kMBg;RtLacelI","Kampong Tralach","kMBg;RtLac","040504","Kampong Tralach Leu","kMBg;RtLacelI","04050401","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040202","Kampong Tralach Leu","kMBg;RtLacelI","Kampong Tralach","kMBg;RtLac","040504","Kampong Tralach Kraom","kMBg;RtLaceRkam","04050402","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040202","Kampong Tralach Leu","kMBg;RtLacelI","Kampong Tralach","kMBg;RtLac","040504","Neak Ta Hang","Gñktahag","04050403","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040202","Kampong Tralach Leu","kMBg;RtLacelI","Kampong Tralach","kMBg;RtLac","040504","Samretthi Chey","sMriT§iC½y","04050404","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040202","Kampong Tralach Leu","kMBg;RtLacelI","Kampong Tralach","kMBg;RtLac","040504","Preaek Kanlang","ERBkKnøg","04050405","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040202","Kampong Tralach Leu","kMBg;RtLacelI","Kampong Tralach","kMBg;RtLac","040504","Kampong Kdar","kMBg;kþar","04050406","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040202","Kampong Tralach Leu","kMBg;RtLacelI","Kampong Tralach","kMBg;RtLac","040504","Kien Roka","eKonrkar","04050407","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Longveaek","lEgVk","040505","Oknha Pang","]kja:)a:g","04050501","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Longveaek","lEgVk","040505","Trapeang Chambak","RtBaMgcMbk;","04050502","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Longveaek","lEgVk","040505","Phsar Trach","pSarRtac","04050503","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Longveaek","lEgVk","040505","Anlong Tnaot","Gn๘g;et๑at","04050504","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Longveaek","lEgVk","040505","Srah Chak","RsHck","04050505","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Longveaek","lEgVk","040505","Voat","vt","04050506","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Longveaek","lEgVk","040505","Trapeang Samraong","RtBaMgsMerag","04050507","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Longveaek","lEgVk","040505","Boeng Kak","bwgkk;","04050508","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Ou Ruessei","GUrb¤sSI","040506","Chrak Romiet","Rckremot","04050601","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Ou Ruessei","GUrb¤sSI","040506","Sala Lekh Pram","salaelxR)aM","04050602","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Ou Ruessei","GUrb¤sSI","040506","Ou Ruessei","GUrbJsSI","04050603","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Ou Ruessei","GUrb¤sSI","040506","Srae Prei","ERsRbIy_","04050604","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Ou Ruessei","GUrb¤sSI","040506","Chan Kiek","can;ekok","04050605","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Ou Ruessei","GUrb¤sSI","040506","Kralanh","RkLaj;","04050606","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Ou Ruessei","GUrb¤sSI","040506","Khnong","Xñg;","04050607","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Ou Ruessei","GUrb¤sSI","040506","Leach","laC","04050608","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Peani","BanI","040507","Ta Ak","kaGt","04050701","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Peani","BanI","040507","Soben","subin","04050702","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Peani","BanI","040507","Ta Kol","taKl;","04050703","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Peani","BanI","040507","Stueng","sWg","04050704","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Peani","BanI","040507","Prey Sak","éRBsak;","04050705","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Peani","BanI","040507","Peani","BanñI","04050706","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Peani","BanI","040507","Kok","Kk","04050707","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Peani","BanI","040507","Tuol Serei","TYlesrI","04050708","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Peani","BanI","040507","Krang Ta Aek","RkaMgtaษk","04050709","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040206","Saeb","Esb","Saeb","Esb","040508","Khnay Kakaoh","xñaykekaH","04050801","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040206","Saeb","Esb","Saeb","Esb","040508","Tuek L'ak","Twkl¥k;","04050802","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040206","Saeb","Esb","Saeb","Esb","040508","Kbal Thnal","k,alfñl;","04050803","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040206","Saeb","Esb","Saeb","Esb","040508","Ta Sokh","tasux","04050804","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040206","Saeb","Esb","Saeb","Esb","040508","Ta Sou","tasU","04050805","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040206","Saeb","Esb","Saeb","Esb","040508","Doun Toy","dUnTy","04050806","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040206","Saeb","Esb","Saeb","Esb","040508","Ta Nob","tanb;","04050807","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040206","Saeb","Esb","Saeb","Esb","040508","Chambak Ph'aem","cMbk;Ep¥m","04050808","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040206","Saeb","Esb","Saeb","Esb","040508","Kralanh","RkLaj;","04050809","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040206","Saeb","Esb","Saeb","Esb","040508","Kampong Prasat","kMBg;R)asaT","04050810","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040206","Saeb","Esb","Saeb","Esb","040508","Pravoek Pong","RbvwkBg","04050811","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040206","Saeb","Esb","Saeb","Esb","040508","Khnay Kakaoh Thmei","xñaykekaHfIµ","04050812","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040205","Ta Ches","taecs","Ta Ches","taecs","040509","Boeng Kak","bwgkk;","04050901","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040205","Ta Ches","taecs","Ta Ches","taecs","040509","La Peang","LBag","04050902","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040205","Ta Ches","taecs","Ta Ches","taecs","040509","Ou Rung","GUrrug","04050903","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040205","Ta Ches","taecs","Ta Ches","taecs","040509","Samraong","sMerag","04050904","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040205","Ta Ches","taecs","Ta Ches","taecs","040509","Svay Kraom","sVayeRkam","04050905","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040205","Ta Ches","taecs","Ta Ches","taecs","040509","Souvong","sUvgS","04050906","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040205","Ta Ches","taecs","Ta Ches","taecs","040509","Snay","sñay","04050907","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040205","Ta Ches","taecs","Ta Ches","taecs","040509","Svay Bakav","sVay)akav","04050908","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040206","Saeb","Esb","Ta Ches","taecs","040509","Voat Thmei","vtþfIµ","04050909","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040206","Saeb","Esb","Ta Ches","taecs","040509","Thlok Yol","Føkyl;","04050910","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040206","Saeb","Esb","Ta Ches","taecs","040509","Ta Kaoh","taekaH","04050911","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040206","Saeb","Esb","Ta Ches","taecs","040509","Trapeang Preal","RtBaMgRBal","04050912","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040206","Saeb","Esb","Ta Ches","taecs","040509","Banteay Meas","bnÞaymas","04050913","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040205","Ta Ches","taecs","Ta Ches","taecs","040509","Sampoar","sMBr½","04050914","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040205","Ta Ches","taecs","Ta Ches","taecs","040509","Kampong Ta Ches","taeCs","04050915","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Thma Edth","fµ\dæ","040510","Daeum Popel","edImBeBl","04051001","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Thma Edth","fµ\dæ","040510","Snang Mom","sñgmuM","04051002","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Thma Edth","fµ\dæ","040510","Thma Edth","fµ\dæ","04051003","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Thma Edth","fµ\dæ","040510","Ko","Kr","04051004","No"
"Kampong Chhnang","kMBg;qñaMg","04","Kampong Tralach","kMBg;RtLac","0405","Kampong Tralach","kMBg;RtLac","0402","040203","Sala Lek Pram","salaelxR)aM","Thma Edth","fµ\dæ","040510","Trapeang Kdar","RtBaMgkar","04051005","No"
